techs,color,name,base_tech,flow_cap_max,flow_out_eff_per_distance,lifetime,link_from,link_to
TE6_to_TE6_TE5_interp_1,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE6,TE6_TE5_interp_1
TE6_TE5_interp_1_to_TE6_TE5_interp_2,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE6_TE5_interp_1,TE6_TE5_interp_2
TE6_TE5_interp_2_to_TE6_TE5_interp_3,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE6_TE5_interp_2,TE6_TE5_interp_3
TE6_TE5_interp_3_to_TE6_TE5_interp_4,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE6_TE5_interp_3,TE6_TE5_interp_4
TE6_TE5_interp_4_to_TE6_TE5_interp_5,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE6_TE5_interp_4,TE6_TE5_interp_5
TE6_TE5_interp_5_to_TE6_TE5_interp_6,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE6_TE5_interp_5,TE6_TE5_interp_6
TE6_TE5_interp_6_to_TE6_TE5_interp_7,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE6_TE5_interp_6,TE6_TE5_interp_7
TE6_TE5_interp_7_to_TE6_TE5_interp_8,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE6_TE5_interp_7,TE6_TE5_interp_8
TE6_TE5_interp_8_to_TE6_TE5_interp_9,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE6_TE5_interp_8,TE6_TE5_interp_9
TE6_TE5_interp_9_to_TE6_TE5_interp_10,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE6_TE5_interp_9,TE6_TE5_interp_10
TE6_TE5_interp_10_to_TE5,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE6_TE5_interp_10,TE5
TE7_to_TE7_TE6_interp_1,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE7,TE7_TE6_interp_1
TE7_TE6_interp_1_to_TE7_TE6_interp_2,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE7_TE6_interp_1,TE7_TE6_interp_2
TE7_TE6_interp_2_to_TE7_TE6_interp_3,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE7_TE6_interp_2,TE7_TE6_interp_3
TE7_TE6_interp_3_to_TE7_TE6_interp_4,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE7_TE6_interp_3,TE7_TE6_interp_4
TE7_TE6_interp_4_to_TE7_TE6_interp_5,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE7_TE6_interp_4,TE7_TE6_interp_5
TE7_TE6_interp_5_to_TE7_TE6_interp_6,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE7_TE6_interp_5,TE7_TE6_interp_6
TE7_TE6_interp_6_to_TE7_TE6_interp_7,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE7_TE6_interp_6,TE7_TE6_interp_7
TE7_TE6_interp_7_to_TE7_TE6_interp_8,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE7_TE6_interp_7,TE7_TE6_interp_8
TE7_TE6_interp_8_to_TE7_TE6_interp_9,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE7_TE6_interp_8,TE7_TE6_interp_9
TE7_TE6_interp_9_to_TE7_TE6_interp_10,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE7_TE6_interp_9,TE7_TE6_interp_10
TE7_TE6_interp_10_to_TE6,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE7_TE6_interp_10,TE6
TE8_to_TE8_TE7_interp_1,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE8,TE8_TE7_interp_1
TE8_TE7_interp_1_to_TE8_TE7_interp_2,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE8_TE7_interp_1,TE8_TE7_interp_2
TE8_TE7_interp_2_to_TE8_TE7_interp_3,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE8_TE7_interp_2,TE8_TE7_interp_3
TE8_TE7_interp_3_to_TE8_TE7_interp_4,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE8_TE7_interp_3,TE8_TE7_interp_4
TE8_TE7_interp_4_to_TE8_TE7_interp_5,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE8_TE7_interp_4,TE8_TE7_interp_5
TE8_TE7_interp_5_to_TE8_TE7_interp_6,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE8_TE7_interp_5,TE8_TE7_interp_6
TE8_TE7_interp_6_to_TE8_TE7_interp_7,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE8_TE7_interp_6,TE8_TE7_interp_7
TE8_TE7_interp_7_to_TE8_TE7_interp_8,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE8_TE7_interp_7,TE8_TE7_interp_8
TE8_TE7_interp_8_to_TE8_TE7_interp_9,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE8_TE7_interp_8,TE8_TE7_interp_9
TE8_TE7_interp_9_to_TE8_TE7_interp_10,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE8_TE7_interp_9,TE8_TE7_interp_10
TE8_TE7_interp_10_to_TE7,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE8_TE7_interp_10,TE7
TE9_to_TE9_TE8_interp_1,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE9,TE9_TE8_interp_1
TE9_TE8_interp_1_to_TE9_TE8_interp_2,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE9_TE8_interp_1,TE9_TE8_interp_2
TE9_TE8_interp_2_to_TE9_TE8_interp_3,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE9_TE8_interp_2,TE9_TE8_interp_3
TE9_TE8_interp_3_to_TE9_TE8_interp_4,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE9_TE8_interp_3,TE9_TE8_interp_4
TE9_TE8_interp_4_to_TE9_TE8_interp_5,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE9_TE8_interp_4,TE9_TE8_interp_5
TE9_TE8_interp_5_to_TE9_TE8_interp_6,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE9_TE8_interp_5,TE9_TE8_interp_6
TE9_TE8_interp_6_to_TE9_TE8_interp_7,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE9_TE8_interp_6,TE9_TE8_interp_7
TE9_TE8_interp_7_to_TE9_TE8_interp_8,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE9_TE8_interp_7,TE9_TE8_interp_8
TE9_TE8_interp_8_to_TE9_TE8_interp_9,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE9_TE8_interp_8,TE9_TE8_interp_9
TE9_TE8_interp_9_to_TE9_TE8_interp_10,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE9_TE8_interp_9,TE9_TE8_interp_10
TE9_TE8_interp_10_to_TE8,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE9_TE8_interp_10,TE8
TE10_to_TE10_TE9_interp_1,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE10,TE10_TE9_interp_1
TE10_TE9_interp_1_to_TE10_TE9_interp_2,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE10_TE9_interp_1,TE10_TE9_interp_2
TE10_TE9_interp_2_to_TE10_TE9_interp_3,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE10_TE9_interp_2,TE10_TE9_interp_3
TE10_TE9_interp_3_to_TE10_TE9_interp_4,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE10_TE9_interp_3,TE10_TE9_interp_4
TE10_TE9_interp_4_to_TE10_TE9_interp_5,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE10_TE9_interp_4,TE10_TE9_interp_5
TE10_TE9_interp_5_to_TE10_TE9_interp_6,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE10_TE9_interp_5,TE10_TE9_interp_6
TE10_TE9_interp_6_to_TE10_TE9_interp_7,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE10_TE9_interp_6,TE10_TE9_interp_7
TE10_TE9_interp_7_to_TE10_TE9_interp_8,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE10_TE9_interp_7,TE10_TE9_interp_8
TE10_TE9_interp_8_to_TE10_TE9_interp_9,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE10_TE9_interp_8,TE10_TE9_interp_9
TE10_TE9_interp_9_to_TE10_TE9_interp_10,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE10_TE9_interp_9,TE10_TE9_interp_10
TE10_TE9_interp_10_to_TE9,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE10_TE9_interp_10,TE9
TE11_to_TE11_TE10_interp_1,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE11,TE11_TE10_interp_1
TE11_TE10_interp_1_to_TE11_TE10_interp_2,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE11_TE10_interp_1,TE11_TE10_interp_2
TE11_TE10_interp_2_to_TE11_TE10_interp_3,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE11_TE10_interp_2,TE11_TE10_interp_3
TE11_TE10_interp_3_to_TE11_TE10_interp_4,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE11_TE10_interp_3,TE11_TE10_interp_4
TE11_TE10_interp_4_to_TE11_TE10_interp_5,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE11_TE10_interp_4,TE11_TE10_interp_5
TE11_TE10_interp_5_to_TE11_TE10_interp_6,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE11_TE10_interp_5,TE11_TE10_interp_6
TE11_TE10_interp_6_to_TE11_TE10_interp_7,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE11_TE10_interp_6,TE11_TE10_interp_7
TE11_TE10_interp_7_to_TE11_TE10_interp_8,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE11_TE10_interp_7,TE11_TE10_interp_8
TE11_TE10_interp_8_to_TE11_TE10_interp_9,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE11_TE10_interp_8,TE11_TE10_interp_9
TE11_TE10_interp_9_to_TE11_TE10_interp_10,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE11_TE10_interp_9,TE11_TE10_interp_10
TE11_TE10_interp_10_to_TE10,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE11_TE10_interp_10,TE10
TE12_to_TE12_TE11_interp_1,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE12,TE12_TE11_interp_1
TE12_TE11_interp_1_to_TE12_TE11_interp_2,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE12_TE11_interp_1,TE12_TE11_interp_2
TE12_TE11_interp_2_to_TE12_TE11_interp_3,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE12_TE11_interp_2,TE12_TE11_interp_3
TE12_TE11_interp_3_to_TE12_TE11_interp_4,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE12_TE11_interp_3,TE12_TE11_interp_4
TE12_TE11_interp_4_to_TE12_TE11_interp_5,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE12_TE11_interp_4,TE12_TE11_interp_5
TE12_TE11_interp_5_to_TE12_TE11_interp_6,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE12_TE11_interp_5,TE12_TE11_interp_6
TE12_TE11_interp_6_to_TE12_TE11_interp_7,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE12_TE11_interp_6,TE12_TE11_interp_7
TE12_TE11_interp_7_to_TE12_TE11_interp_8,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE12_TE11_interp_7,TE12_TE11_interp_8
TE12_TE11_interp_8_to_TE12_TE11_interp_9,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE12_TE11_interp_8,TE12_TE11_interp_9
TE12_TE11_interp_9_to_TE12_TE11_interp_10,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE12_TE11_interp_9,TE12_TE11_interp_10
TE12_TE11_interp_10_to_TE11,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE12_TE11_interp_10,TE11
TE13_to_TE13_TE12_interp_1,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE13,TE13_TE12_interp_1
TE13_TE12_interp_1_to_TE13_TE12_interp_2,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE13_TE12_interp_1,TE13_TE12_interp_2
TE13_TE12_interp_2_to_TE13_TE12_interp_3,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE13_TE12_interp_2,TE13_TE12_interp_3
TE13_TE12_interp_3_to_TE13_TE12_interp_4,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE13_TE12_interp_3,TE13_TE12_interp_4
TE13_TE12_interp_4_to_TE13_TE12_interp_5,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE13_TE12_interp_4,TE13_TE12_interp_5
TE13_TE12_interp_5_to_TE13_TE12_interp_6,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE13_TE12_interp_5,TE13_TE12_interp_6
TE13_TE12_interp_6_to_TE13_TE12_interp_7,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE13_TE12_interp_6,TE13_TE12_interp_7
TE13_TE12_interp_7_to_TE13_TE12_interp_8,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE13_TE12_interp_7,TE13_TE12_interp_8
TE13_TE12_interp_8_to_TE13_TE12_interp_9,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE13_TE12_interp_8,TE13_TE12_interp_9
TE13_TE12_interp_9_to_TE13_TE12_interp_10,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE13_TE12_interp_9,TE13_TE12_interp_10
TE13_TE12_interp_10_to_TE12,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE13_TE12_interp_10,TE12
TE14_to_TE14_TE13_interp_1,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE14,TE14_TE13_interp_1
TE14_TE13_interp_1_to_TE14_TE13_interp_2,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE14_TE13_interp_1,TE14_TE13_interp_2
TE14_TE13_interp_2_to_TE14_TE13_interp_3,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE14_TE13_interp_2,TE14_TE13_interp_3
TE14_TE13_interp_3_to_TE14_TE13_interp_4,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE14_TE13_interp_3,TE14_TE13_interp_4
TE14_TE13_interp_4_to_TE14_TE13_interp_5,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE14_TE13_interp_4,TE14_TE13_interp_5
TE14_TE13_interp_5_to_TE14_TE13_interp_6,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE14_TE13_interp_5,TE14_TE13_interp_6
TE14_TE13_interp_6_to_TE14_TE13_interp_7,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE14_TE13_interp_6,TE14_TE13_interp_7
TE14_TE13_interp_7_to_TE14_TE13_interp_8,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE14_TE13_interp_7,TE14_TE13_interp_8
TE14_TE13_interp_8_to_TE14_TE13_interp_9,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE14_TE13_interp_8,TE14_TE13_interp_9
TE14_TE13_interp_9_to_TE14_TE13_interp_10,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE14_TE13_interp_9,TE14_TE13_interp_10
TE14_TE13_interp_10_to_TE13,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE14_TE13_interp_10,TE13
TE15_to_TE15_TE14_interp_1,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE15,TE15_TE14_interp_1
TE15_TE14_interp_1_to_TE15_TE14_interp_2,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE15_TE14_interp_1,TE15_TE14_interp_2
TE15_TE14_interp_2_to_TE15_TE14_interp_3,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE15_TE14_interp_2,TE15_TE14_interp_3
TE15_TE14_interp_3_to_TE15_TE14_interp_4,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE15_TE14_interp_3,TE15_TE14_interp_4
TE15_TE14_interp_4_to_TE15_TE14_interp_5,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE15_TE14_interp_4,TE15_TE14_interp_5
TE15_TE14_interp_5_to_TE15_TE14_interp_6,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE15_TE14_interp_5,TE15_TE14_interp_6
TE15_TE14_interp_6_to_TE15_TE14_interp_7,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE15_TE14_interp_6,TE15_TE14_interp_7
TE15_TE14_interp_7_to_TE15_TE14_interp_8,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE15_TE14_interp_7,TE15_TE14_interp_8
TE15_TE14_interp_8_to_TE15_TE14_interp_9,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE15_TE14_interp_8,TE15_TE14_interp_9
TE15_TE14_interp_9_to_TE15_TE14_interp_10,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE15_TE14_interp_9,TE15_TE14_interp_10
TE15_TE14_interp_10_to_TE14,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE15_TE14_interp_10,TE14
TE16_to_TE16_TE15_interp_1,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE16,TE16_TE15_interp_1
TE16_TE15_interp_1_to_TE16_TE15_interp_2,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE16_TE15_interp_1,TE16_TE15_interp_2
TE16_TE15_interp_2_to_TE16_TE15_interp_3,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE16_TE15_interp_2,TE16_TE15_interp_3
TE16_TE15_interp_3_to_TE16_TE15_interp_4,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE16_TE15_interp_3,TE16_TE15_interp_4
TE16_TE15_interp_4_to_TE16_TE15_interp_5,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE16_TE15_interp_4,TE16_TE15_interp_5
TE16_TE15_interp_5_to_TE16_TE15_interp_6,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE16_TE15_interp_5,TE16_TE15_interp_6
TE16_TE15_interp_6_to_TE16_TE15_interp_7,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE16_TE15_interp_6,TE16_TE15_interp_7
TE16_TE15_interp_7_to_TE16_TE15_interp_8,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE16_TE15_interp_7,TE16_TE15_interp_8
TE16_TE15_interp_8_to_TE16_TE15_interp_9,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE16_TE15_interp_8,TE16_TE15_interp_9
TE16_TE15_interp_9_to_TE16_TE15_interp_10,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE16_TE15_interp_9,TE16_TE15_interp_10
TE16_TE15_interp_10_to_TE15,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE16_TE15_interp_10,TE15
TE17_to_TE17_TE16_interp_1,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE17,TE17_TE16_interp_1
TE17_TE16_interp_1_to_TE17_TE16_interp_2,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE17_TE16_interp_1,TE17_TE16_interp_2
TE17_TE16_interp_2_to_TE17_TE16_interp_3,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE17_TE16_interp_2,TE17_TE16_interp_3
TE17_TE16_interp_3_to_TE17_TE16_interp_4,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE17_TE16_interp_3,TE17_TE16_interp_4
TE17_TE16_interp_4_to_TE17_TE16_interp_5,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE17_TE16_interp_4,TE17_TE16_interp_5
TE17_TE16_interp_5_to_TE17_TE16_interp_6,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE17_TE16_interp_5,TE17_TE16_interp_6
TE17_TE16_interp_6_to_TE17_TE16_interp_7,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE17_TE16_interp_6,TE17_TE16_interp_7
TE17_TE16_interp_7_to_TE17_TE16_interp_8,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE17_TE16_interp_7,TE17_TE16_interp_8
TE17_TE16_interp_8_to_TE17_TE16_interp_9,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE17_TE16_interp_8,TE17_TE16_interp_9
TE17_TE16_interp_9_to_TE17_TE16_interp_10,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE17_TE16_interp_9,TE17_TE16_interp_10
TE17_TE16_interp_10_to_TE16,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE17_TE16_interp_10,TE16
TE18_to_TE18_TE17_interp_1,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE18,TE18_TE17_interp_1
TE18_TE17_interp_1_to_TE18_TE17_interp_2,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE18_TE17_interp_1,TE18_TE17_interp_2
TE18_TE17_interp_2_to_TE18_TE17_interp_3,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE18_TE17_interp_2,TE18_TE17_interp_3
TE18_TE17_interp_3_to_TE18_TE17_interp_4,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE18_TE17_interp_3,TE18_TE17_interp_4
TE18_TE17_interp_4_to_TE18_TE17_interp_5,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE18_TE17_interp_4,TE18_TE17_interp_5
TE18_TE17_interp_5_to_TE18_TE17_interp_6,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE18_TE17_interp_5,TE18_TE17_interp_6
TE18_TE17_interp_6_to_TE18_TE17_interp_7,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE18_TE17_interp_6,TE18_TE17_interp_7
TE18_TE17_interp_7_to_TE18_TE17_interp_8,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE18_TE17_interp_7,TE18_TE17_interp_8
TE18_TE17_interp_8_to_TE18_TE17_interp_9,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE18_TE17_interp_8,TE18_TE17_interp_9
TE18_TE17_interp_9_to_TE18_TE17_interp_10,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE18_TE17_interp_9,TE18_TE17_interp_10
TE18_TE17_interp_10_to_TE17,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE18_TE17_interp_10,TE17
TE19_to_TE19_TE18_interp_1,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE19,TE19_TE18_interp_1
TE19_TE18_interp_1_to_TE19_TE18_interp_2,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE19_TE18_interp_1,TE19_TE18_interp_2
TE19_TE18_interp_2_to_TE19_TE18_interp_3,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE19_TE18_interp_2,TE19_TE18_interp_3
TE19_TE18_interp_3_to_TE19_TE18_interp_4,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE19_TE18_interp_3,TE19_TE18_interp_4
TE19_TE18_interp_4_to_TE19_TE18_interp_5,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE19_TE18_interp_4,TE19_TE18_interp_5
TE19_TE18_interp_5_to_TE19_TE18_interp_6,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE19_TE18_interp_5,TE19_TE18_interp_6
TE19_TE18_interp_6_to_TE19_TE18_interp_7,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE19_TE18_interp_6,TE19_TE18_interp_7
TE19_TE18_interp_7_to_TE19_TE18_interp_8,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE19_TE18_interp_7,TE19_TE18_interp_8
TE19_TE18_interp_8_to_TE19_TE18_interp_9,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE19_TE18_interp_8,TE19_TE18_interp_9
TE19_TE18_interp_9_to_TE19_TE18_interp_10,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE19_TE18_interp_9,TE19_TE18_interp_10
TE19_TE18_interp_10_to_TE18,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE19_TE18_interp_10,TE18
TE20_to_TE20_TE19_interp_1,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE20,TE20_TE19_interp_1
TE20_TE19_interp_1_to_TE20_TE19_interp_2,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE20_TE19_interp_1,TE20_TE19_interp_2
TE20_TE19_interp_2_to_TE20_TE19_interp_3,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE20_TE19_interp_2,TE20_TE19_interp_3
TE20_TE19_interp_3_to_TE20_TE19_interp_4,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE20_TE19_interp_3,TE20_TE19_interp_4
TE20_TE19_interp_4_to_TE20_TE19_interp_5,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE20_TE19_interp_4,TE20_TE19_interp_5
TE20_TE19_interp_5_to_TE20_TE19_interp_6,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE20_TE19_interp_5,TE20_TE19_interp_6
TE20_TE19_interp_6_to_TE20_TE19_interp_7,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE20_TE19_interp_6,TE20_TE19_interp_7
TE20_TE19_interp_7_to_TE20_TE19_interp_8,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE20_TE19_interp_7,TE20_TE19_interp_8
TE20_TE19_interp_8_to_TE20_TE19_interp_9,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE20_TE19_interp_8,TE20_TE19_interp_9
TE20_TE19_interp_9_to_TE20_TE19_interp_10,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE20_TE19_interp_9,TE20_TE19_interp_10
TE20_TE19_interp_10_to_TE19,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE20_TE19_interp_10,TE19
TE21_to_TE21_TE20_interp_1,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE21,TE21_TE20_interp_1
TE21_TE20_interp_1_to_TE21_TE20_interp_2,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE21_TE20_interp_1,TE21_TE20_interp_2
TE21_TE20_interp_2_to_TE21_TE20_interp_3,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE21_TE20_interp_2,TE21_TE20_interp_3
